title,label,label_name,topic,word_count,age_days,f1_original_recomputed,f1_lexical_only,f1_konjunktiv_ii_only,f1_no_generic_verbs,f1_strong_uncertainty_only,f1_lexical_count,f1_konjunktiv_ii_count,f1_no_generic_count,f1_strong_uncertainty_count
Queen-Elizabeth-Klasse (2017),1,stable,politics_history,3990,7229,1.0025062656641603,0.2506265664160401,0.7518796992481204,1.0025062656641603,0.2506265664160401,1,3,1,1
Transzendentale Meditation,0,contested,culture,5905,6671,0.8467400508044031,0.8467400508044031,0.0,0.6773920406435224,0.1693480101608806,5,0,4,1
Ammonios Hermeiou,1,stable,culture,6150,6567,2.7642276422764227,2.6016260162601625,0.16260162601626016,2.6016260162601625,1.1382113821138211,16,1,15,7
Monocab,0,contested,politics_history,2689,1208,0.3718854592785422,0.3718854592785422,0.0,0.3718854592785422,0.0,1,0,1,0
Pont Ferroviaire Saint-Laurent,1,stable,politics_history,3119,1654,0.3206155819172812,0.3206155819172812,0.0,0.3206155819172812,0.0,1,0,1,0
TransPod,0,contested,politics_history,1918,3145,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Richomer,1,stable,politics_history,1874,3017,3.735325506937033,3.735325506937033,0.0,3.735325506937033,1.6008537886873,7,0,7,3
Wasser-Abrasiv-Suspensions-Strahlschneiden,0,contested,science,3033,1810,0.9891196834817012,0.6594131223211342,0.3297065611605671,0.9891196834817012,0.0,2,1,2,0
Kleine Magellansche Wolke,1,stable,science,2713,2256,1.1057869517139698,1.1057869517139698,0.0,1.1057869517139698,1.1057869517139698,3,0,3,3
Propaganda im Ersten Weltkrieg,0,contested,geography,4383,7400,0.9126169290440338,0.9126169290440338,0.0,0.4563084645220169,0.4563084645220169,4,0,2,2
Zwinger (Münster),1,stable,geography,4028,7535,1.4895729890764648,0.9930486593843098,0.4965243296921549,1.4895729890764648,0.9930486593843098,4,2,4,4
Dräxlmaier,0,contested,politics_history,1788,6630,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Brinkmanship,1,stable,politics_history,1823,6359,0.5485463521667581,0.5485463521667581,0.0,0.5485463521667581,0.0,1,0,1,0
Schulpflicht,0,contested,politics_history,2860,5658,0.6993006993006993,0.6993006993006993,0.0,0.6993006993006993,0.34965034965034963,2,0,2,1
Straßenbahn München Baureihe S,1,stable,politics_history,2800,4948,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Babylon A.D.,0,contested,culture,2438,6449,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Richard Laymon,1,stable,culture,2708,7066,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Fraunhofer-Institut für Keramische Technologien und Systeme,0,contested,science,3163,6841,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Solanum subg. Leptostemonum,1,stable,science,3136,6809,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Sexhandel in Thailand,0,contested,geography,2591,5650,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Bruno Büchner,1,stable,geography,2862,5475,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Deutsche Steinzeug Cremer & Breuer,0,contested,politics_history,4735,3727,0.21119324181626187,0.21119324181626187,0.0,0.21119324181626187,0.0,1,0,1,0
Wittem-Projekt,1,stable,politics_history,5402,3463,1.295816364309515,1.1106997408367272,0.18511662347278787,1.295816364309515,0.5553498704183636,6,1,6,3
Große Hungersnot in Irland,0,contested,geography,4827,5473,1.243008079552517,1.0358400662937641,0.20716801325875286,1.0358400662937641,0.41433602651750573,5,1,4,2
Teltow-Werft,1,stable,geography,4831,5967,0.206996481059822,0.206996481059822,0.0,0.206996481059822,0.206996481059822,1,0,1,1
Staat,0,contested,politics_history,6601,3862,0.15149219815179518,0.15149219815179518,0.0,0.15149219815179518,0.15149219815179518,1,0,1,1
Computerbetrug,1,stable,politics_history,6487,3792,0.7707723138584861,0.616617851086789,0.15415446277169725,0.7707723138584861,0.4624633883150917,4,1,4,3
Ludwig-Boltzmann-Institut für Funktionelle Hirntopographie,0,contested,science,2042,3964,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Drahtgewebe (Filtration),1,stable,science,2028,3238,0.4930966469428008,0.0,0.4930966469428008,0.4930966469428008,0.0,0,1,0,0
Partidul Social Democrat European,0,contested,politics_history,4067,6142,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Philokartie,1,stable,politics_history,3825,6138,0.5228758169934641,0.5228758169934641,0.0,0.5228758169934641,0.5228758169934641,2,0,2,2
Atari Teenage Riot,0,contested,culture,2984,8129,0.3351206434316354,0.0,0.3351206434316354,0.3351206434316354,0.0,0,1,0,0
Cindy Sherman,1,stable,culture,2813,7866,0.7109847138286527,0.0,0.7109847138286527,0.7109847138286527,0.0,0,2,0,0
Schlacht im Ia-Drang-Tal,0,contested,politics_history,3374,6973,0.2963841138114997,0.2963841138114997,0.0,0.2963841138114997,0.0,1,0,1,0
Chinesische Volksbank,1,stable,politics_history,3333,7069,0.3000300030003,0.0,0.3000300030003,0.3000300030003,0.0,0,1,0,0
Hamburg Commercial Bank,0,contested,politics_history,3724,6985,0.5370569280343717,0.5370569280343717,0.0,0.5370569280343717,0.26852846401718583,2,0,2,1
Korsika im Altertum,1,stable,politics_history,3764,7221,2.922422954303932,2.922422954303932,0.0,2.922422954303932,1.594048884165781,11,0,11,6
Helmtherapie,0,contested,science,1606,6387,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Acherontia lachesis,1,stable,science,1644,6076,0.0,0.0,0.0,0.0,0.0,0,0,0,0
EU-Erweiterung 2004,0,contested,politics_history,4246,7872,2.5906735751295336,0.7065473386716911,1.8841262364578428,2.5906735751295336,0.0,3,8,3,0
Handelsgeschäft,1,stable,politics_history,4337,7610,0.6917223887479824,0.46114825916532165,0.23057412958266083,0.23057412958266083,0.0,2,1,0,0
Neokatechumenaler Weg,0,contested,culture,7067,6403,1.1320220744304514,1.1320220744304514,0.0,0.14150275930380643,0.14150275930380643,8,0,1,1
Günther Anders,1,stable,culture,7414,6370,0.4046398705152414,0.4046398705152414,0.0,0.2697599136768276,0.0,3,0,2,0
Chartered Institute for Archaeologists,0,contested,politics_history,1970,3148,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Philadelphia and Reading Railroad Bridge (Susquehanna River),1,stable,politics_history,2046,3086,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Neue Kadampa-Tradition,0,contested,culture,3187,7518,0.6275494195167869,0.6275494195167869,0.0,0.31377470975839344,0.0,2,0,1,0
Weinbau in Kanada,1,stable,culture,3142,7629,1.591343093570974,0.9548058561425843,0.6365372374283895,1.591343093570974,0.9548058561425843,3,2,3,3
Timotheus Höttges,0,contested,politics_history,2234,7025,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Josephus Daniels (Schiff),1,stable,politics_history,2320,7039,0.43103448275862066,0.43103448275862066,0.0,0.43103448275862066,0.43103448275862066,1,0,1,1
Luftlager,0,contested,science,2434,8123,0.8216926869350862,0.8216926869350862,0.0,0.8216926869350862,0.0,2,0,2,0
Löffelhund,1,stable,science,2356,8189,0.8488964346349746,0.4244482173174873,0.4244482173174873,0.8488964346349746,0.0,1,1,1,0
Die Zeitgeist-Bewegung,0,contested,science,2269,5621,1.3221683561040105,0.881445570736007,0.4407227853680035,1.3221683561040105,0.0,2,1,2,0
Basfia succiniciproducens,1,stable,science,2217,6089,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Tempolimit,0,contested,science,2813,5057,1.0664770707429791,0.0,1.0664770707429791,1.0664770707429791,0.0,0,3,0,0
Lift-off-Verfahren,1,stable,science,2762,5734,0.3620564808110065,0.3620564808110065,0.0,0.3620564808110065,0.0,1,0,1,0
Iqos,0,contested,politics_history,3138,2747,0.9560229445506692,0.9560229445506692,0.0,0.9560229445506692,0.9560229445506692,3,0,3,3
ASB Bridge,1,stable,politics_history,2819,2840,1.0642071656615821,1.0642071656615821,0.0,1.0642071656615821,0.0,3,0,3,0
Sklavenhandel,0,contested,politics_history,6686,4921,0.7478312892611427,0.5982650314089142,0.14956625785222855,0.7478312892611427,0.4486987735566856,4,1,4,3
Panzerhaubitze 2000,1,stable,politics_history,7112,4790,0.7030371203599549,0.281214848143982,0.421822272215973,0.7030371203599549,0.140607424071991,2,3,2,1
The Third Wave,0,contested,science,1904,6635,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Regenbaum,1,stable,science,2149,6650,0.46533271288971617,0.46533271288971617,0.0,0.0,0.0,1,0,0,0
Verelendungstheorie,0,contested,politics_history,2803,6150,2.4973242953977883,2.1405636817695326,0.35676061362825545,1.4270424545130218,0.35676061362825545,6,1,3,1
Big-Mac-Index,1,stable,politics_history,3101,6577,0.32247662044501774,0.32247662044501774,0.0,0.32247662044501774,0.0,1,0,1,0
Jüngere Dryaszeit,0,contested,science,4041,7523,1.7322444939371442,1.2373174956693886,0.4949269982677555,1.7322444939371442,1.2373174956693886,5,2,5,5
Keilzinkung,1,stable,science,4160,7317,0.2403846153846154,0.2403846153846154,0.0,0.2403846153846154,0.0,1,0,1,0
Gestalttherapie,0,contested,science,5807,6863,0.5166178749784742,0.34441191665231613,0.17220595832615807,0.34441191665231613,0.0,2,1,1,0
Katalyse,1,stable,science,5736,7129,0.34867503486750345,0.34867503486750345,0.0,0.34867503486750345,0.0,2,0,2,0
Küchenabfallzerkleinerer,0,contested,science,2890,7233,1.7301038062283738,0.6920415224913494,1.0380622837370244,1.3840830449826989,0.0,2,3,1,0
Kauffmann-White-Schema,1,stable,science,2713,7240,1.474382602285293,0.7371913011426465,0.7371913011426465,1.474382602285293,0.36859565057132326,2,2,2,1
Kurort,0,contested,science,1685,8317,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Schäbe,1,stable,science,1623,8149,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Substanzinduzierte Psychose,0,contested,science,4000,7285,0.25,0.25,0.0,0.25,0.25,1,0,1,1
Wechselwirkende Galaxien,1,stable,science,3738,7268,1.8726591760299625,1.8726591760299625,0.0,1.6051364365971108,0.8025682182985554,7,0,6,3
Das sogenannte Böse,0,contested,science,4425,8199,1.3559322033898307,1.1299435028248588,0.22598870056497175,1.3559322033898307,0.4519774011299435,5,1,5,2
Gänsegeier,1,stable,science,4135,8216,3.143893591293833,3.143893591293833,0.0,3.143893591293833,0.9673518742442564,13,0,13,4
Pharmahersteller,0,contested,science,5099,6198,0.588350656991567,0.3922337713277113,0.19611688566385566,0.588350656991567,0.19611688566385566,2,1,2,1
(136199) Eris,1,stable,science,5115,6412,0.39100684261974583,0.39100684261974583,0.0,0.39100684261974583,0.39100684261974583,2,0,2,2
PANalytical,0,contested,science,1964,6618,1.0183299389002036,1.0183299389002036,0.0,1.0183299389002036,0.0,2,0,2,0
Waldsteppenotter,1,stable,science,2168,6660,0.0,0.0,0.0,0.0,0.0,0,0,0,0
T-Labs,0,contested,science,1563,7299,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Lilium pardalinum subsp. pitkinense,1,stable,science,1511,6986,1.3236267372600927,1.3236267372600927,0.0,1.3236267372600927,0.6618133686300464,2,0,2,1
Ungarische Notation,0,contested,science,3275,8097,0.916030534351145,0.3053435114503817,0.6106870229007634,0.916030534351145,0.3053435114503817,1,2,1,1
Ankylosauria,1,stable,science,3322,7859,5.418422636965683,2.7092113184828417,2.7092113184828417,5.418422636965683,2.7092113184828417,9,9,9,9
Prophylaxe (Zahnmedizin),0,contested,science,4188,7368,0.2387774594078319,0.2387774594078319,0.0,0.2387774594078319,0.0,1,0,1,0
Crashtest-Dummy,1,stable,science,4430,7688,0.45146726862302483,0.22573363431151242,0.22573363431151242,0.45146726862302483,0.0,1,1,1,0
Alexander-Technik,0,contested,science,2036,8192,0.49115913555992136,0.0,0.49115913555992136,0.49115913555992136,0.0,0,1,0,0
Ringelröteln,1,stable,science,1818,8101,1.1001100110011,1.1001100110011,0.0,0.55005500550055,0.55005500550055,2,0,1,1
Neoarchaikum,0,contested,science,3302,7638,2.1199273167777104,1.8170805572380375,0.30284675953967294,2.1199273167777104,1.5142337976983646,6,1,6,5
Schlangenadler,1,stable,science,3358,7734,2.084574151280524,1.7867778439547348,0.2977963073257892,1.1911852293031568,0.5955926146515784,6,1,3,2
