feature,contested_title,stable_title,contested_value,stable_value,diff
f3_original_recomputed,Spervogelton,Year Zero,4.36323970548132,2.575844304522038,1.7873954009592818
f3_original_recomputed,MHealth,Fraktursonografie,0.9746588693957114,1.913265306122449,-0.9386064367267375
f3_original_recomputed,Sozionik und intertypische Beziehungen,Porsche 930,2.548853016142736,0.7313149041977476,1.8175381119449883
f3_original_recomputed,Bürgerversicherung,Grunewaldsee,3.0469226081657528,0.0,3.0469226081657528
f3_original_recomputed,Kuno Raeber,Garfield Akers,1.6891891891891893,1.3192612137203166,0.3699279754688727
f3_original_recomputed,Wandervogel,Ziehenschule,1.805985552115583,2.5637565780596407,-0.7577710259440578
f3_original_recomputed,GS1,"Seawolf (U-Boot, 1957)",0.4750593824228028,2.407318247472316,-1.9322588650495132
f3_original_recomputed,Franz Ruppert,Wilhelm Kühnert,1.6523463317911435,3.058103975535168,-1.4057576437440247
f3_original_recomputed,Sanktuarium der Barmherzigkeit Gottes,GateKeeper (Cedar Point),1.86219739292365,2.452483139178418,-0.5902857462547682
f3_original_recomputed,Disneyland Park (Paris),Ismar Boas,2.166511915815537,1.4885874958650347,0.6779244199505023
f3_original_recomputed,Entführung von Michal Kováč jun.,East Brother Light Station,2.229299363057325,1.854140914709518,0.37515844834780676
f3_original_recomputed,Wiktor Juschtschenko,Bremer Wappen,1.8328445747800588,2.1436227224008575,-0.3107781476207987
f3_original_recomputed,International Christian Fellowship,Gresgen,3.200393894633186,1.2600806451612903,1.9403132494718955
f3_original_recomputed,Uniface,Wiesenweihe,4.071406201064829,1.465845793022574,2.6055604080422556
f3_original_recomputed,Mary Baker Eddy,Gerrard Winstanley,1.2861736334405145,1.9710906701708277,-0.6849170367303132
f3_original_recomputed,Dorje Shugden,Britische Mount-Everest-Expedition 1922,2.385923053981509,0.3110419906687403,2.074881063312769
f3_original_recomputed,Nichtregierungsorganisation,Straßenbahn München Baureihe R,2.4912805181863478,0.17205781142463866,2.319222706761709
f3_original_recomputed,HolidayCheck Group,Drehstrom-Versuchsstrecke Groß-Lichterfelde–Zehlendorf,1.9821605550049552,1.1049723756906078,0.8771881793143474
f3_original_recomputed,Ifo-Geschäftsklimaindex,Halsamphora des Exekias (Berlin F 1720),0.0,2.807411566535654,-2.807411566535654
f3_original_recomputed,Klaus Berger (Theologe),Elias Canetti,3.4234234234234235,1.6351744186046513,1.7882490048187722
f3_original_recomputed,Fußball in England,Uralische Sprachen,2.471751412429379,4.1462495288352805,-1.6744981164059016
f3_original_recomputed,Wilhelm Aumer,Geneviève Thiroux d’Arconville,1.2121212121212122,2.0446413358323396,-0.8325201237111275
f3_original_recomputed,Bund des russischen Volkes,Dschabal Sindschar,2.4061597690086622,1.8908059560387616,0.5153538129699007
f3_original_recomputed,Kaufmännischer Verband Schweiz,Lendkanal,2.0100502512562817,2.4521824423737124,-0.44213219111743074
f3_original_recomputed,Erzgebirgischer Schwibbogen,Tokugawa Ieyasu,1.0735373054213635,2.1141649048625792,-1.0406275994412157
f3_original_recomputed,Kameralistik,Parkeisenbahn Wuhlheide,2.371675419278333,2.0799999999999996,0.2916754192783335
f3_original_recomputed,Street Football/Episodenliste,Apatheia,0.7777561734396267,5.0083472454090145,-4.230591071969388
f3_original_recomputed,Revisionismus,Oliver-Hazard-Perry-Klasse,3.381642512077295,0.0,3.381642512077295
f3_original_recomputed,Ökostrom,Physikalische Größe,2.8623079240735163,2.092050209205021,0.7702577148684955
f3_original_recomputed,Holy Spirit,Ringo (Ballade),3.0721966205837172,0.361794500723589,2.7104021198601282
f3_original_recomputed,Etikettierungsansatz,Yorktown-Klasse (1937),2.4946543121881684,0.3434065934065934,2.151247718781575
f3_original_recomputed,Michael Vassiliadis,Catarina (Schiff),1.7964071856287425,4.62160600808781,-2.825198822459068
f3_original_recomputed,Parov Stelar,Édouard Nanny,0.0,2.69814502529511,-2.69814502529511
f3_original_recomputed,Reinhold Tüxen,Carrara-Marmor,0.91324200913242,2.622950819672131,-1.709708810539711
f3_original_recomputed,Naturwissenschaft und Religion,Metallica (Album),5.723905723905724,0.5005840146837978,5.223321709221926
f3_original_recomputed,Angela Merici,Fish and Chips,4.693261816962789,1.7806267806267806,2.912635036336008
f3_original_recomputed,Biphobie,Fester Wechselkurs,4.987531172069826,2.3880597014925375,2.599471470577288
f3_original_recomputed,Troy Davis,"Dorsetshire (Schiff, 1930)",2.5134649910233393,1.380738695201933,1.1327262958214064
f3_original_recomputed,Oberösterreichische Versicherung,Lubok,0.45392646391284613,0.0,0.45392646391284613
f3_original_recomputed,Kornische Sprache,Buch Tobit,4.784688995215311,2.934898612593383,1.849790382621928
f3_original_recomputed,George Peabody,George Alsop,1.0432968179447053,3.109729009329187,-2.0664321913844814
f3_original_recomputed,Intrexx,Coniophis,4.520795660036167,0.0,4.520795660036167
f3_original_recomputed,Politikverdrossenheit,George Mason,7.111882046834346,4.970544918998527,2.1413371278358184
f3_original_recomputed,Nursultan Nasarbajew,Diolkos,0.5442176870748299,1.0211896859841716,-0.4769719989093417
f3_original_recomputed,Biofeedback,Theorie der endlichen Kugelpackungen,3.253355022366816,3.2038446135362433,0.04951040883057267
f3_original_recomputed,Kindertagesbetreuung,Wieslauftalbahn,1.6012810248198557,0.542740841248304,1.0585401835715516
f3_original_recomputed,Geschichte Äquatorialguineas,Mesolongi,0.2070393374741201,3.480040941658137,-3.273001604184017
f3_original_recomputed,Self Storage,Adolf von Kröner,1.2474012474012475,0.423728813559322,0.8236724338419255
f3_original_recomputed,Thomas Ball Barratt,Madlax,6.183973202782788,2.0817069997397866,4.102266203043001
f3_original_recomputed,"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",Fünfjahrplan (Briefmarkenserie),1.7692852087756545,4.602235371466141,-2.8329501626904863
f3_original_recomputed,Unicredit Bank Austria,Kloster Himmelkron,0.6805807622504537,1.503113592441486,-0.8225328301910323
f3_original_recomputed,Politisches System Japans,Craters of the Moon National Monument,1.9214932747735383,5.029585798816568,-3.1080925240430304
f3_original_recomputed,Al-Andalus,Basler Fasnacht,2.583423035522067,4.579153946794592,-1.995730911272525
f3_original_recomputed,Judentum in Afrika,LGV Est européenne,3.5127336595157446,2.997914494264859,0.5148191652508856
f3_original_recomputed,Nornickel,Schwarzwaldbahn (Baden),0.21070375052675938,3.5986452159187126,-3.387941465391953
f3_original_recomputed,Data Loss Prevention,Bonnetiaceae,5.602240896358543,4.009163802978236,1.5930770933803071
f3_original_recomputed,Ahmad Schah Massoud,S-Bahn Zürich,1.1004126547455295,1.2424075096631695,-0.14199485491763997
f3_original_recomputed,Andor Ákos,Deutsche Bank Park,3.3282904689863844,1.8220467658669905,1.5062437031193938
f3_original_recomputed,Massivholzbau,Zielratte,1.5124016938898972,0.3263707571801567,1.1860309367097406
f3_original_recomputed,Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,Parochialkirche (Berlin),2.2104332449160036,2.2013207924754856,0.009112452440517949
f3_original_recomputed,Bernd Kebelmann,Halo-System,0.0,3.2948929159802307,-3.2948929159802307
f3_original_recomputed,Austerität,Georges Scelle,6.451612903225806,0.532197977647685,5.919414925578121
f3_original_recomputed,Montessori Biberkor,Bruttoinlandsprodukt,0.6963788300835655,2.6862464183381087,-1.9898675882545431
f3_original_recomputed,Neukirchen-Vluyn,George Appo,0.9240720776220545,1.4438348252959863,-0.5197627476739318
f3_original_recomputed,Gesellschaft für Unternehmensgeschichte,"Trier, Stadtbibliothek, Hs. 171/1626",1.6528925619834711,0.0,1.6528925619834711
f3_original_recomputed,Ilse Schwidetzky,Soliman (Elefant),2.6619343389529724,1.9252984212552946,0.7366359176976778
f3_original_recomputed,Wuestenstrom,Queen-Elizabeth-Klasse (2017),0.0,1.2531328320802004,-1.2531328320802004
f3_original_recomputed,Transzendentale Meditation,Ammonios Hermeiou,2.8789161727349706,1.6260162601626016,1.252899912572369
f3_original_recomputed,Monocab,Pont Ferroviaire Saint-Laurent,2.231312755671253,0.6412311638345624,1.5900815918366908
f3_original_recomputed,TransPod,Richomer,0.0,1.0672358591248667,-1.0672358591248667
f3_original_recomputed,Wasser-Abrasiv-Suspensions-Strahlschneiden,Kleine Magellansche Wolke,2.637652489284537,1.8429782528566163,0.7946742364279207
f3_original_recomputed,Propaganda im Ersten Weltkrieg,Zwinger (Münster),2.5096965548710926,0.7447864945382324,1.76491006033286
f3_original_recomputed,Dräxlmaier,Brinkmanship,0.5592841163310962,0.5485463521667581,0.010737764164338137
f3_original_recomputed,Schulpflicht,Straßenbahn München Baureihe S,2.097902097902098,0.35714285714285715,1.7407592407592407
f3_original_recomputed,Babylon A.D.,Richard Laymon,1.2305168170631666,1.1078286558345642,0.12268816122860238
f3_original_recomputed,Fraunhofer-Institut für Keramische Technologien und Systeme,Solanum subg. Leptostemonum,0.3161555485298767,2.8698979591836737,-2.553742410653797
f3_original_recomputed,Sexhandel in Thailand,Bruno Büchner,2.701659590891548,0.3494060097833683,2.3522535811081795
f3_original_recomputed,Deutsche Steinzeug Cremer & Breuer,Wittem-Projekt,0.21119324181626187,2.7767493520918176,-2.5655561102755557
f3_original_recomputed,Große Hungersnot in Irland,Teltow-Werft,3.314688212140046,1.448975367418754,1.8657128447212918
f3_original_recomputed,Staat,Computerbetrug,1.8179063778215423,2.466471404347156,-0.6485650265256138
f3_original_recomputed,Ludwig-Boltzmann-Institut für Funktionelle Hirntopographie,Drahtgewebe (Filtration),2.9382957884427032,1.9723865877712032,0.9659092006715
f3_original_recomputed,Partidul Social Democrat European,Philokartie,0.0,6.7973856209150325,-6.7973856209150325
f3_original_recomputed,Atari Teenage Riot,Cindy Sherman,3.0160857908847185,2.1329541414859583,0.8831316493987602
f3_original_recomputed,Schlacht im Ia-Drang-Tal,Chinesische Volksbank,5.334914048606994,0.3000300030003,5.034884045606694
f3_original_recomputed,Hamburg Commercial Bank,Korsika im Altertum,1.8796992481203008,2.3910733262486716,-0.5113740781283709
f3_original_recomputed,Helmtherapie,Acherontia lachesis,3.1133250311332503,1.8248175182481752,1.2885075128850751
f3_original_recomputed,EU-Erweiterung 2004,Handelsgeschäft,2.5906735751295336,2.0751671662439475,0.5155064088855861
f3_original_recomputed,Neokatechumenaler Weg,Günther Anders,2.547049667468516,1.8883193957377933,0.6587302717307226
f3_original_recomputed,Chartered Institute for Archaeologists,Philadelphia and Reading Railroad Bridge (Susquehanna River),2.0304568527918785,0.4887585532746823,1.5416982995171962
f3_original_recomputed,Neue Kadampa-Tradition,Weinbau in Kanada,3.7652965171007216,0.9548058561425843,2.8104906609581373
f3_original_recomputed,Timotheus Höttges,Josephus Daniels (Schiff),1.7905102954341987,1.293103448275862,0.4974068471583366
f3_original_recomputed,Luftlager,Löffelhund,1.2325390304026294,2.1222410865874366,-0.8897020561848072
f3_original_recomputed,Die Zeitgeist-Bewegung,Basfia succiniciproducens,3.085059497576025,2.7063599458728014,0.37869955170322367
f3_original_recomputed,Tempolimit,Lift-off-Verfahren,2.4884464984002843,2.896451846488052,-0.40800534808776767
f3_original_recomputed,Iqos,ASB Bridge,2.868068833652008,0.7094714437743881,2.15859738987762
f3_original_recomputed,Sklavenhandel,Panzerhaubitze 2000,2.243493867783428,0.843644544431946,1.3998493233514822
f3_original_recomputed,The Third Wave,Regenbaum,1.050420168067227,2.3266635644485807,-1.2762433963813538
f3_original_recomputed,Verelendungstheorie,Big-Mac-Index,4.994648590795577,2.257336343115124,2.737312247680453
f3_original_recomputed,Jüngere Dryaszeit,Keilzinkung,1.2373174956693886,0.2403846153846154,0.9969328802847732
f3_original_recomputed,Gestalttherapie,Katalyse,3.0997072498708453,2.9637377963737794,0.1359694534970659
f3_original_recomputed,Küchenabfallzerkleinerer,Kauffmann-White-Schema,1.3840830449826989,4.423147806855879,-3.0390647618731803
f3_original_recomputed,Kurort,Schäbe,1.1869436201780414,0.0,1.1869436201780414
f3_original_recomputed,Substanzinduzierte Psychose,Wechselwirkende Galaxien,1.25,4.5478865703584805,-3.2978865703584805
f3_original_recomputed,Das sogenannte Böse,Gänsegeier,4.971751412429379,2.4183796856106405,2.5533717268187384
f3_original_recomputed,Pharmahersteller,(136199) Eris,3.1378701706216905,0.5865102639296188,2.551359906692072
f3_original_recomputed,PANalytical,Waldsteppenotter,2.0366598778004072,2.7675276752767526,-0.7308677974763453
f3_original_recomputed,T-Labs,Lilium pardalinum subsp. pitkinense,1.2795905310300704,0.6618133686300464,0.617777162400024
f3_original_recomputed,Ungarische Notation,Ankylosauria,3.0534351145038165,3.3112582781456954,-0.25782316364187885
f3_original_recomputed,Prophylaxe (Zahnmedizin),Crashtest-Dummy,1.9102196752626552,4.514672686230248,-2.6044530109675925
f3_original_recomputed,Alexander-Technik,Ringelröteln,2.9469548133595285,1.6501650165016502,1.2967897968578783
f3_original_recomputed,Neoarchaikum,Schlangenadler,1.8170805572380375,3.8713519952352593,-2.0542714379972216
f3_lexical_only,Evolutionärer Humanismus,Ästhetische Theorie,1.4218009478672986,0.7841087297438578,0.6376922181234408
f3_lexical_only,Franz Eibel,Wieladingen (Adelsgeschlecht),2.4009603841536613,0.0,2.4009603841536613
f3_lexical_only,Fluglärm,Spezielle Relativitätstheorie,3.3022090639945345,1.8212384421406556,1.480970621853879
f3_lexical_only,Armenisch-iranische Beziehungen,Absturz einer MiG-21 in Cottbus 1975,0.6269592476489029,0.0,0.6269592476489029
f3_lexical_only,Geschichte der Volksrepublik China,Neukirchen (Gemeinde Altmünster),2.218278615794144,2.01315259696685,0.20512601882729387
f3_lexical_only,Karl Haushofer,Jüdisches Museum Westfalen,1.6233766233766236,1.4453850918851952,0.17799153149142843
f3_lexical_only,Mobile Jugendarbeit,Mayaguez-Zwischenfall,1.910828025477707,1.5688735487919674,0.34195447668573964
f3_lexical_only,Elektrokonvulsionstherapie,Spirostachys africana,0.6544502617801048,0.0,0.6544502617801048
f3_lexical_only,Westdeutsche Studentenbewegung der 1960er Jahre,Schloss Beuggen,2.2706023774542543,1.0954402300424482,1.1751621474118061
f3_lexical_only,Ernst Melchior,Vincenz Grimm,1.0335917312661498,1.467710371819961,-0.4341186405538111
f3_lexical_only,Backhefe,Wellensittich,1.4605647517039921,1.7438963627304436,-0.28333161102645144
f3_lexical_only,Multikulturalismus,Jiang Wei,3.4499753573188765,1.5022533800701052,1.9477219772487713
f3_lexical_only,Zeitfreiwilligenverband,Soo Line High Bridge,2.268859897901305,1.0905125408942202,1.1783473570070846
f3_lexical_only,Witness Lee,Curling,0.4495055439017081,1.6224188790560472,-1.172913335154339
f3_lexical_only,Alois Windisch,U-Boot mit Marschflugkörpern,0.0,0.5485463521667581,-0.5485463521667581
f3_lexical_only,GEMA-freie Musik,Landmine,1.8177686889343332,3.9242843951985225,-2.1065157062641893
f3_lexical_only,Tuileriensturm,Christian Precht,3.658536585365854,3.138731952291274,0.5198046330745796
f3_lexical_only,Beichte,Francis Bacon,1.9946808510638296,2.109407959499367,-0.11472710843553746
f3_lexical_only,Liber AL vel Legis,Picket Fences – Tatort Gartenzaun,0.9036484807409918,1.040582726326743,-0.1369342455857513
f3_lexical_only,"Chronik des Kriegs in Nahost, Dezember 2024 und Januar 2025",Wälder und Wiesen bei Malsch,0.782625709254549,0.9080590238365494,-0.12543331458200035
f3_lexical_only,Institut für Zeitgeschichte,Urnenfelderkultur,1.6510731975784259,2.326934264107039,-0.6758610665286131
f3_lexical_only,Humanitäre Intervention,Projekt A119,2.077274615704196,0.0,2.077274615704196
f3_lexical_only,Weltraumhabitat,Raffinerieexplosion in Texas City,6.133714986710284,1.2373685295937307,4.896346457116553
f3_lexical_only,Klassenpolitik,Tabernae (Rheinzabern),3.1658092599920855,5.615724027276373,-2.449914767284288
f3_lexical_only,Kennedy-Methode,Galle,4.482294935006723,2.215330084182543,2.26696485082418
f3_lexical_only,Tiroler Festspiele Erl,Slughorn,0.4520795660036166,0.4837929366231253,-0.031713370619508685
f3_lexical_only,Heinrich von Brentano,Geschmackliche Schärfe,0.5790387955993052,1.0582010582010584,-0.4791622626017532
f3_lexical_only,Bulgarische Wiedergeburt,Elisabeth von Weida,1.1322463768115942,0.9099181073703367,0.2223282694412575
f3_lexical_only,Schulweg,Operation Earnest Will,4.283965728274174,1.1933174224343677,3.0906483058398058
f3_lexical_only,Lindisfarne Castle,Eliezer Ben-Jehuda,1.122334455667789,2.0714655618850335,-0.9491311062172445
f3_lexical_only,Apadravya,Laufhühnchen,2.454590083456063,3.501750875437719,-1.0471607919816561
f3_lexical_only,Spervogelton,Year Zero,3.5451322607035722,1.4310246136233542,2.114107647080218
f3_lexical_only,MHealth,Fraktursonografie,0.9746588693957114,1.594387755102041,-0.6197288857063294
f3_lexical_only,Sozionik und intertypische Beziehungen,Porsche 930,2.548853016142736,0.585051923358198,1.963801092784538
f3_lexical_only,Bürgerversicherung,Grunewaldsee,1.8281535648994516,0.0,1.8281535648994516
f3_lexical_only,Kuno Raeber,Garfield Akers,1.6891891891891893,1.3192612137203166,0.3699279754688727
f3_lexical_only,Wandervogel,Ziehenschule,1.676986584107327,2.158952907839698,-0.4819663237323708
f3_lexical_only,GS1,"Seawolf (U-Boot, 1957)",0.4750593824228028,1.4443909484833894,-0.9693315660605866
f3_lexical_only,Franz Ruppert,Wilhelm Kühnert,0.0,3.058103975535168,-3.058103975535168
f3_lexical_only,Sanktuarium der Barmherzigkeit Gottes,GateKeeper (Cedar Point),1.2414649286157666,2.1459227467811157,-0.9044578181653491
f3_lexical_only,Disneyland Park (Paris),Ismar Boas,2.166511915815537,1.1577902745616937,1.0087216412538433
f3_lexical_only,Entführung von Michal Kováč jun.,East Brother Light Station,1.2738853503184713,1.5451174289245981,-0.27123207860612686
f3_lexical_only,Wiktor Juschtschenko,Bremer Wappen,1.466275659824047,1.4290818149339048,0.0371938448901421
f3_lexical_only,International Christian Fellowship,Gresgen,2.9542097488921715,1.2600806451612903,1.6941291037308812
f3_lexical_only,Uniface,Wiesenweihe,4.071406201064829,1.465845793022574,2.6055604080422556
f3_lexical_only,Mary Baker Eddy,Gerrard Winstanley,1.2861736334405145,1.314060446780552,-0.027886813340037397
f3_lexical_only,Dorje Shugden,Britische Mount-Everest-Expedition 1922,2.08768267223382,0.3110419906687403,1.77664068156508
f3_lexical_only,Nichtregierungsorganisation,Straßenbahn München Baureihe R,1.162597575153629,0.17205781142463866,0.9905397637289903
f3_lexical_only,HolidayCheck Group,Drehstrom-Versuchsstrecke Groß-Lichterfelde–Zehlendorf,1.9821605550049552,1.1049723756906078,0.8771881793143474
f3_lexical_only,Ifo-Geschäftsklimaindex,Halsamphora des Exekias (Berlin F 1720),0.0,2.2459292532285233,-2.2459292532285233
f3_lexical_only,Klaus Berger (Theologe),Elias Canetti,1.9819819819819822,1.6351744186046513,0.3468075633773309
f3_lexical_only,Fußball in England,Uralische Sprachen,2.236346516007533,3.141098127905516,-0.904751611897983
f3_lexical_only,Wilhelm Aumer,Geneviève Thiroux d’Arconville,1.2121212121212122,1.192707445902198,0.01941376621901414
f3_lexical_only,Bund des russischen Volkes,Dschabal Sindschar,2.4061597690086622,1.8908059560387616,0.5153538129699007
f3_lexical_only,Kaufmännischer Verband Schweiz,Lendkanal,1.0050251256281408,2.4521824423737124,-1.4471573167455716
f3_lexical_only,Erzgebirgischer Schwibbogen,Tokugawa Ieyasu,0.5367686527106817,1.5856236786469344,-1.0488550259362528
f3_lexical_only,Kameralistik,Parkeisenbahn Wuhlheide,1.355243096730476,1.9200000000000002,-0.5647569032695241
f3_lexical_only,Street Football/Episodenliste,Apatheia,0.19443904335990667,1.0434056761268782,-0.8489666327669715
f3_lexical_only,Revisionismus,Oliver-Hazard-Perry-Klasse,2.4154589371980677,0.0,2.4154589371980677
f3_lexical_only,Ökostrom,Physikalische Größe,2.561012353118409,1.4943215780035866,1.0666907751148225
f3_lexical_only,Holy Spirit,Ringo (Ballade),1.152073732718894,0.361794500723589,0.7902792319953049
f3_lexical_only,Etikettierungsansatz,Yorktown-Klasse (1937),1.7818959372772631,0.0,1.7818959372772631
f3_lexical_only,Michael Vassiliadis,Catarina (Schiff),0.5988023952095808,4.043905257076834,-3.4451028618672535
f3_lexical_only,Parov Stelar,Édouard Nanny,0.0,2.69814502529511,-2.69814502529511
f3_lexical_only,Reinhold Tüxen,Carrara-Marmor,0.45662100456621,2.4043715846994536,-1.9477505801332435
f3_lexical_only,Naturwissenschaft und Religion,Metallica (Album),3.0303030303030303,0.5005840146837978,2.5297190156192326
f3_lexical_only,Angela Merici,Fish and Chips,3.687562856185049,1.0683760683760686,2.6191867878089803
f3_lexical_only,Biphobie,Fester Wechselkurs,3.117206982543641,2.3880597014925375,0.7291472810511035
f3_lexical_only,Troy Davis,"Dorsetshire (Schiff, 1930)",1.7953321364452424,1.0355540214014498,0.7597781150437926
f3_lexical_only,Oberösterreichische Versicherung,Lubok,0.45392646391284613,0.0,0.45392646391284613
f3_lexical_only,Kornische Sprache,Buch Tobit,4.186602870813397,0.80042689434365,3.386175976469747
f3_lexical_only,George Peabody,George Alsop,0.0,1.776988005330964,-1.776988005330964
f3_lexical_only,Intrexx,Coniophis,4.06871609403255,0.0,4.06871609403255
f3_lexical_only,Politikverdrossenheit,George Mason,3.295750216825672,3.865979381443299,-0.570229164617627
f3_lexical_only,Nursultan Nasarbajew,Diolkos,0.0,0.5105948429920858,-0.5105948429920858
f3_lexical_only,Biofeedback,Theorie der endlichen Kugelpackungen,2.8466856445709636,3.2038446135362433,-0.35715896896527966
f3_lexical_only,Kindertagesbetreuung,Wieslauftalbahn,1.0675206832132373,0.542740841248304,0.5247798419649333
f3_lexical_only,Geschichte Äquatorialguineas,Mesolongi,0.2070393374741201,3.480040941658137,-3.273001604184017
f3_lexical_only,Self Storage,Adolf von Kröner,1.2474012474012475,0.423728813559322,0.8236724338419255
f3_lexical_only,Thomas Ball Barratt,Madlax,4.122648801855192,1.8214936247723132,2.3011551770828786
f3_lexical_only,"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",Fünfjahrplan (Briefmarkenserie),1.7692852087756545,3.287310979618672,-1.5180257708430176
f3_lexical_only,Unicredit Bank Austria,Kloster Himmelkron,0.6805807622504537,1.073652566029633,-0.3930718037791793
f3_lexical_only,Politisches System Japans,Craters of the Moon National Monument,1.9214932747735383,4.1420118343195265,-2.2205185595459884
f3_lexical_only,Al-Andalus,Basler Fasnacht,1.93756727664155,3.4888791975577846,-1.5513119209162347
f3_lexical_only,Judentum in Afrika,LGV Est européenne,2.6345502446368085,0.9124087591240876,1.7221414855127208
f3_lexical_only,Nornickel,Schwarzwaldbahn (Baden),0.21070375052675938,3.5986452159187126,-3.387941465391953
f3_lexical_only,Data Loss Prevention,Bonnetiaceae,5.602240896358543,4.009163802978236,1.5930770933803071
f3_lexical_only,Ahmad Schah Massoud,S-Bahn Zürich,1.1004126547455295,0.966316951960243,0.13409570278528649
f3_lexical_only,Andor Ákos,Deutsche Bank Park,2.8744326777609683,1.6702095353780748,1.2042231423828935
f3_lexical_only,Massivholzbau,Zielratte,1.5124016938898972,0.3263707571801567,1.1860309367097406
f3_lexical_only,Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,Parochialkirche (Berlin),2.2104332449160036,1.8010806483890334,0.4093525965269702
f3_lexical_only,Bernd Kebelmann,Halo-System,0.0,1.9769357495881386,-1.9769357495881386
f3_lexical_only,Austerität,Georges Scelle,0.5161290322580645,0.2660989888238425,0.250030043434222
f3_lexical_only,Montessori Biberkor,Bruttoinlandsprodukt,0.34818941504178275,1.9699140401146131,-1.6217246250728303
f3_lexical_only,Neukirchen-Vluyn,George Appo,0.7700600646850454,0.7219174126479931,0.04814265203705226
f3_lexical_only,Gesellschaft für Unternehmensgeschichte,"Trier, Stadtbibliothek, Hs. 171/1626",1.6528925619834711,0.0,1.6528925619834711
f3_lexical_only,Ilse Schwidetzky,Soliman (Elefant),2.6619343389529724,1.5402387370042356,1.1216956019487367
