feature,contested_title,stable_title,contested_value,stable_value,diff
f4_current_ratio_min2,Franz Ruppert,Wilhelm Kühnert,0.0,0.0,0.0
f4_current_ratio_min2,Sanktuarium der Barmherzigkeit Gottes,GateKeeper (Cedar Point),0.0,0.0,0.0
f4_current_ratio_min2,Wiktor Juschtschenko,Bremer Wappen,0.4,0.0,0.4
f4_current_ratio_min2,International Christian Fellowship,Gresgen,0.0,0.0,0.0
f4_current_ratio_min2,Klaus Berger (Theologe),Elias Canetti,0.25,0.0,0.25
f4_current_ratio_min2,Fußball in England,Uralische Sprachen,0.5,0.0,0.5
f4_current_ratio_min2,Wilhelm Aumer,Geneviève Thiroux d’Arconville,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min2,Bund des russischen Volkes,Dschabal Sindschar,0.0,0.0,0.0
f4_current_ratio_min2,Kameralistik,Parkeisenbahn Wuhlheide,0.0,0.0,0.0
f4_current_ratio_min2,Street Football/Episodenliste,Apatheia,0.5,0.3333333333333333,0.16666666666666669
f4_current_ratio_min2,Ökostrom,Physikalische Größe,0.0,0.0,0.0
f4_current_ratio_min2,Holy Spirit,Ringo (Ballade),0.0,0.0,0.0
f4_current_ratio_min2,Naturwissenschaft und Religion,Metallica (Album),0.10526315789473684,0.0,0.10526315789473684
f4_current_ratio_min2,Angela Merici,Fish and Chips,0.0,0.3333333333333333,-0.3333333333333333
f4_current_ratio_min2,Kornische Sprache,Buch Tobit,0.5,0.0,0.5
f4_current_ratio_min2,Politikverdrossenheit,George Mason,0.42857142857142855,0.0,0.42857142857142855
f4_current_ratio_min2,Nursultan Nasarbajew,Diolkos,0.25,0.07692307692307693,0.17307692307692307
f4_current_ratio_min2,Biofeedback,Theorie der endlichen Kugelpackungen,0.0,0.0,0.0
f4_current_ratio_min2,Thomas Ball Barratt,Madlax,0.0,0.0,0.0
f4_current_ratio_min2,Unicredit Bank Austria,Kloster Himmelkron,0.0,0.0,0.0
f4_current_ratio_min2,Al-Andalus,Basler Fasnacht,0.0,0.0,0.0
f4_current_ratio_min2,Judentum in Afrika,LGV Est européenne,0.3684210526315789,0.0,0.3684210526315789
f4_current_ratio_min2,Bernd Kebelmann,Halo-System,0.0,0.0,0.0
f4_current_ratio_min2,Neukirchen-Vluyn,George Appo,0.0,0.17647058823529413,-0.17647058823529413
f4_current_ratio_min2,Gesellschaft für Unternehmensgeschichte,"Trier, Stadtbibliothek, Hs. 171/1626",0.5,0.0,0.5
f4_current_ratio_min2,Ilse Schwidetzky,Soliman (Elefant),0.3333333333333333,0.16666666666666666,0.16666666666666666
f4_current_ratio_min2,Transzendentale Meditation,Ammonios Hermeiou,0.4,0.4166666666666667,-0.016666666666666663
f4_current_ratio_min2,TransPod,Richomer,0.0,0.0,0.0
f4_current_ratio_min2,Wasser-Abrasiv-Suspensions-Strahlschneiden,Kleine Magellansche Wolke,0.0,0.0,0.0
f4_current_ratio_min2,Propaganda im Ersten Weltkrieg,Zwinger (Münster),0.2,0.0,0.2
f4_current_ratio_min2,Babylon A.D.,Richard Laymon,0.0,0.0,0.0
f4_current_ratio_min2,Sexhandel in Thailand,Bruno Büchner,0.0,0.0,0.0
f4_current_ratio_min2,Staat,Computerbetrug,0.0,0.16666666666666666,-0.16666666666666666
f4_current_ratio_min2,Partidul Social Democrat European,Philokartie,0.0,0.0,0.0
f4_current_ratio_min2,Hamburg Commercial Bank,Korsika im Altertum,0.23076923076923078,0.5,-0.2692307692307692
f4_current_ratio_min2,EU-Erweiterung 2004,Handelsgeschäft,0.0,0.0,0.0
f4_current_ratio_min2,Neokatechumenaler Weg,Günther Anders,0.16666666666666666,0.07142857142857142,0.09523809523809523
f4_current_ratio_min2,Neue Kadampa-Tradition,Weinbau in Kanada,0.0,0.0,0.0
f4_current_ratio_min2,Die Zeitgeist-Bewegung,Basfia succiniciproducens,0.2857142857142857,0.0,0.2857142857142857
f4_current_ratio_min2,Tempolimit,Lift-off-Verfahren,0.0,0.0,0.0
f4_current_ratio_min2,Iqos,ASB Bridge,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min2,Sklavenhandel,Panzerhaubitze 2000,0.0,0.0,0.0
f4_current_ratio_min2,The Third Wave,Regenbaum,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min2,Küchenabfallzerkleinerer,Kauffmann-White-Schema,0.0,0.0,0.0
f4_current_ratio_min2,Substanzinduzierte Psychose,Wechselwirkende Galaxien,0.0,0.0,0.0
f4_current_ratio_min2,Das sogenannte Böse,Gänsegeier,0.0,0.0,0.0
f4_current_ratio_min2,Alexander-Technik,Ringelröteln,0.25,0.0,0.25
f4_current_ratio_min1,Evolutionärer Humanismus,Ästhetische Theorie,0.0,0.0,0.0
f4_current_ratio_min1,Franz Eibel,Wieladingen (Adelsgeschlecht),0.0,0.0,0.0
f4_current_ratio_min1,Fluglärm,Spezielle Relativitätstheorie,0.0,0.041666666666666664,-0.041666666666666664
f4_current_ratio_min1,Geschichte der Volksrepublik China,Neukirchen (Gemeinde Altmünster),0.1,0.0,0.1
f4_current_ratio_min1,Karl Haushofer,Jüdisches Museum Westfalen,0.25,0.2,0.04999999999999999
f4_current_ratio_min1,Westdeutsche Studentenbewegung der 1960er Jahre,Schloss Beuggen,0.3333333333333333,0.375,-0.041666666666666685
f4_current_ratio_min1,Backhefe,Wellensittich,0.0,0.0,0.0
f4_current_ratio_min1,Multikulturalismus,Jiang Wei,0.0,0.3333333333333333,-0.3333333333333333
f4_current_ratio_min1,Witness Lee,Curling,0.0,0.0,0.0
f4_current_ratio_min1,GEMA-freie Musik,Landmine,0.0,0.0,0.0
f4_current_ratio_min1,Tuileriensturm,Christian Precht,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min1,Beichte,Francis Bacon,0.09090909090909091,0.28,-0.18909090909090912
f4_current_ratio_min1,Liber AL vel Legis,Picket Fences – Tatort Gartenzaun,0.07407407407407407,0.2222222222222222,-0.14814814814814814
f4_current_ratio_min1,"Chronik des Kriegs in Nahost, Dezember 2024 und Januar 2025",Wälder und Wiesen bei Malsch,0.03571428571428571,0.0,0.03571428571428571
f4_current_ratio_min1,Institut für Zeitgeschichte,Urnenfelderkultur,0.0,0.0,0.0
f4_current_ratio_min1,Humanitäre Intervention,Projekt A119,0.0,0.1111111111111111,-0.1111111111111111
f4_current_ratio_min1,Weltraumhabitat,Raffinerieexplosion in Texas City,0.0,0.1,-0.1
f4_current_ratio_min1,Klassenpolitik,Tabernae (Rheinzabern),0.1,0.0,0.1
f4_current_ratio_min1,Kennedy-Methode,Galle,0.0,0.0,0.0
f4_current_ratio_min1,Tiroler Festspiele Erl,Slughorn,0.6,0.25,0.35
f4_current_ratio_min1,Heinrich von Brentano,Geschmackliche Schärfe,0.0,0.0,0.0
f4_current_ratio_min1,Bulgarische Wiedergeburt,Elisabeth von Weida,0.0,0.0,0.0
f4_current_ratio_min1,Lindisfarne Castle,Eliezer Ben-Jehuda,0.0,0.25,-0.25
f4_current_ratio_min1,Spervogelton,Year Zero,0.125,0.0,0.125
f4_current_ratio_min1,Kuno Raeber,Garfield Akers,0.0,0.0,0.0
f4_current_ratio_min1,Wandervogel,Ziehenschule,0.2857142857142857,0.09090909090909091,0.1948051948051948
f4_current_ratio_min1,Franz Ruppert,Wilhelm Kühnert,0.0,0.0,0.0
f4_current_ratio_min1,Sanktuarium der Barmherzigkeit Gottes,GateKeeper (Cedar Point),0.0,0.0,0.0
f4_current_ratio_min1,Wiktor Juschtschenko,Bremer Wappen,0.4,0.0,0.4
f4_current_ratio_min1,International Christian Fellowship,Gresgen,0.0,0.0,0.0
f4_current_ratio_min1,Uniface,Wiesenweihe,0.0,0.0,0.0
f4_current_ratio_min1,Mary Baker Eddy,Gerrard Winstanley,1.0,0.0,1.0
f4_current_ratio_min1,Dorje Shugden,Britische Mount-Everest-Expedition 1922,0.16666666666666666,0.0,0.16666666666666666
f4_current_ratio_min1,Nichtregierungsorganisation,Straßenbahn München Baureihe R,0.1111111111111111,0.0,0.1111111111111111
f4_current_ratio_min1,Ifo-Geschäftsklimaindex,Halsamphora des Exekias (Berlin F 1720),0.0,0.0,0.0
f4_current_ratio_min1,Klaus Berger (Theologe),Elias Canetti,0.25,0.0,0.25
f4_current_ratio_min1,Fußball in England,Uralische Sprachen,0.5,0.0,0.5
f4_current_ratio_min1,Wilhelm Aumer,Geneviève Thiroux d’Arconville,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min1,Bund des russischen Volkes,Dschabal Sindschar,0.0,0.0,0.0
f4_current_ratio_min1,Erzgebirgischer Schwibbogen,Tokugawa Ieyasu,1.0,0.0,1.0
f4_current_ratio_min1,Kameralistik,Parkeisenbahn Wuhlheide,0.0,0.0,0.0
f4_current_ratio_min1,Street Football/Episodenliste,Apatheia,0.5,0.3333333333333333,0.16666666666666669
f4_current_ratio_min1,Revisionismus,Oliver-Hazard-Perry-Klasse,0.4,0.0,0.4
f4_current_ratio_min1,Ökostrom,Physikalische Größe,0.0,0.0,0.0
f4_current_ratio_min1,Holy Spirit,Ringo (Ballade),0.0,0.0,0.0
f4_current_ratio_min1,Michael Vassiliadis,Catarina (Schiff),0.0,0.0,0.0
f4_current_ratio_min1,Parov Stelar,Édouard Nanny,0.0,0.0,0.0
f4_current_ratio_min1,Reinhold Tüxen,Carrara-Marmor,0.0,0.5,-0.5
f4_current_ratio_min1,Naturwissenschaft und Religion,Metallica (Album),0.10526315789473684,0.0,0.10526315789473684
f4_current_ratio_min1,Angela Merici,Fish and Chips,0.0,0.3333333333333333,-0.3333333333333333
f4_current_ratio_min1,Kornische Sprache,Buch Tobit,0.5,0.0,0.5
f4_current_ratio_min1,George Peabody,George Alsop,0.0,0.0,0.0
f4_current_ratio_min1,Politikverdrossenheit,George Mason,0.42857142857142855,0.0,0.42857142857142855
f4_current_ratio_min1,Nursultan Nasarbajew,Diolkos,0.25,0.07692307692307693,0.17307692307692307
f4_current_ratio_min1,Biofeedback,Theorie der endlichen Kugelpackungen,0.0,0.0,0.0
f4_current_ratio_min1,Thomas Ball Barratt,Madlax,0.0,0.0,0.0
f4_current_ratio_min1,"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",Fünfjahrplan (Briefmarkenserie),0.0,0.0,0.0
f4_current_ratio_min1,Unicredit Bank Austria,Kloster Himmelkron,0.0,0.0,0.0
f4_current_ratio_min1,Al-Andalus,Basler Fasnacht,0.0,0.0,0.0
f4_current_ratio_min1,Judentum in Afrika,LGV Est européenne,0.3684210526315789,0.0,0.3684210526315789
f4_current_ratio_min1,Nornickel,Schwarzwaldbahn (Baden),0.0,0.0,0.0
f4_current_ratio_min1,Ahmad Schah Massoud,S-Bahn Zürich,0.05555555555555555,0.0,0.05555555555555555
f4_current_ratio_min1,Andor Ákos,Deutsche Bank Park,0.0,0.0,0.0
f4_current_ratio_min1,Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,Parochialkirche (Berlin),0.0,0.0,0.0
f4_current_ratio_min1,Bernd Kebelmann,Halo-System,0.0,0.0,0.0
f4_current_ratio_min1,Austerität,Georges Scelle,0.0,0.0,0.0
f4_current_ratio_min1,Montessori Biberkor,Bruttoinlandsprodukt,0.0,0.0,0.0
f4_current_ratio_min1,Neukirchen-Vluyn,George Appo,0.0,0.17647058823529413,-0.17647058823529413
f4_current_ratio_min1,Gesellschaft für Unternehmensgeschichte,"Trier, Stadtbibliothek, Hs. 171/1626",0.5,0.0,0.5
f4_current_ratio_min1,Ilse Schwidetzky,Soliman (Elefant),0.3333333333333333,0.16666666666666666,0.16666666666666666
f4_current_ratio_min1,Transzendentale Meditation,Ammonios Hermeiou,0.4,0.4166666666666667,-0.016666666666666663
f4_current_ratio_min1,TransPod,Richomer,0.0,0.0,0.0
f4_current_ratio_min1,Wasser-Abrasiv-Suspensions-Strahlschneiden,Kleine Magellansche Wolke,0.0,0.0,0.0
f4_current_ratio_min1,Propaganda im Ersten Weltkrieg,Zwinger (Münster),0.2,0.0,0.2
f4_current_ratio_min1,Babylon A.D.,Richard Laymon,0.0,0.0,0.0
f4_current_ratio_min1,Sexhandel in Thailand,Bruno Büchner,0.0,0.0,0.0
f4_current_ratio_min1,Deutsche Steinzeug Cremer & Breuer,Wittem-Projekt,0.0,0.0,0.0
f4_current_ratio_min1,Staat,Computerbetrug,0.0,0.16666666666666666,-0.16666666666666666
f4_current_ratio_min1,Partidul Social Democrat European,Philokartie,0.0,0.0,0.0
f4_current_ratio_min1,Atari Teenage Riot,Cindy Sherman,0.13333333333333333,0.0,0.13333333333333333
f4_current_ratio_min1,Schlacht im Ia-Drang-Tal,Chinesische Volksbank,0.0,0.0,0.0
f4_current_ratio_min1,Hamburg Commercial Bank,Korsika im Altertum,0.23076923076923078,0.5,-0.2692307692307692
f4_current_ratio_min1,EU-Erweiterung 2004,Handelsgeschäft,0.0,0.0,0.0
f4_current_ratio_min1,Neokatechumenaler Weg,Günther Anders,0.16666666666666666,0.07142857142857142,0.09523809523809523
f4_current_ratio_min1,Neue Kadampa-Tradition,Weinbau in Kanada,0.0,0.0,0.0
f4_current_ratio_min1,Die Zeitgeist-Bewegung,Basfia succiniciproducens,0.2857142857142857,0.0,0.2857142857142857
f4_current_ratio_min1,Tempolimit,Lift-off-Verfahren,0.0,0.0,0.0
f4_current_ratio_min1,Iqos,ASB Bridge,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min1,Sklavenhandel,Panzerhaubitze 2000,0.0,0.0,0.0
f4_current_ratio_min1,The Third Wave,Regenbaum,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_min1,Verelendungstheorie,Big-Mac-Index,0.25,0.0,0.25
f4_current_ratio_min1,Gestalttherapie,Katalyse,0.0,0.0,0.0
f4_current_ratio_min1,Küchenabfallzerkleinerer,Kauffmann-White-Schema,0.0,0.0,0.0
f4_current_ratio_min1,Substanzinduzierte Psychose,Wechselwirkende Galaxien,0.0,0.0,0.0
f4_current_ratio_min1,Das sogenannte Böse,Gänsegeier,0.0,0.0,0.0
f4_current_ratio_min1,T-Labs,Lilium pardalinum subsp. pitkinense,0.0,0.0,0.0
f4_current_ratio_min1,Alexander-Technik,Ringelröteln,0.25,0.0,0.25
f4_current_ratio_no_threshold,Evolutionärer Humanismus,Ästhetische Theorie,0.0,0.0,0.0
f4_current_ratio_no_threshold,Franz Eibel,Wieladingen (Adelsgeschlecht),0.0,0.0,0.0
f4_current_ratio_no_threshold,Fluglärm,Spezielle Relativitätstheorie,0.0,0.041666666666666664,-0.041666666666666664
f4_current_ratio_no_threshold,Geschichte der Volksrepublik China,Neukirchen (Gemeinde Altmünster),0.1,0.0,0.1
f4_current_ratio_no_threshold,Karl Haushofer,Jüdisches Museum Westfalen,0.25,0.2,0.04999999999999999
f4_current_ratio_no_threshold,Westdeutsche Studentenbewegung der 1960er Jahre,Schloss Beuggen,0.3333333333333333,0.375,-0.041666666666666685
f4_current_ratio_no_threshold,Backhefe,Wellensittich,0.0,0.0,0.0
f4_current_ratio_no_threshold,Multikulturalismus,Jiang Wei,0.0,0.3333333333333333,-0.3333333333333333
f4_current_ratio_no_threshold,Witness Lee,Curling,0.0,0.0,0.0
f4_current_ratio_no_threshold,GEMA-freie Musik,Landmine,0.0,0.0,0.0
f4_current_ratio_no_threshold,Tuileriensturm,Christian Precht,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_no_threshold,Beichte,Francis Bacon,0.09090909090909091,0.28,-0.18909090909090912
f4_current_ratio_no_threshold,Liber AL vel Legis,Picket Fences – Tatort Gartenzaun,0.07407407407407407,0.2222222222222222,-0.14814814814814814
f4_current_ratio_no_threshold,"Chronik des Kriegs in Nahost, Dezember 2024 und Januar 2025",Wälder und Wiesen bei Malsch,0.03571428571428571,0.0,0.03571428571428571
f4_current_ratio_no_threshold,Institut für Zeitgeschichte,Urnenfelderkultur,0.0,0.0,0.0
f4_current_ratio_no_threshold,Humanitäre Intervention,Projekt A119,0.0,0.1111111111111111,-0.1111111111111111
f4_current_ratio_no_threshold,Weltraumhabitat,Raffinerieexplosion in Texas City,0.0,0.1,-0.1
f4_current_ratio_no_threshold,Klassenpolitik,Tabernae (Rheinzabern),0.1,0.0,0.1
f4_current_ratio_no_threshold,Kennedy-Methode,Galle,0.0,0.0,0.0
f4_current_ratio_no_threshold,Tiroler Festspiele Erl,Slughorn,0.6,0.25,0.35
f4_current_ratio_no_threshold,Heinrich von Brentano,Geschmackliche Schärfe,0.0,0.0,0.0
f4_current_ratio_no_threshold,Bulgarische Wiedergeburt,Elisabeth von Weida,0.0,0.0,0.0
f4_current_ratio_no_threshold,Lindisfarne Castle,Eliezer Ben-Jehuda,0.0,0.25,-0.25
f4_current_ratio_no_threshold,Spervogelton,Year Zero,0.125,0.0,0.125
f4_current_ratio_no_threshold,Kuno Raeber,Garfield Akers,0.0,0.0,0.0
f4_current_ratio_no_threshold,Wandervogel,Ziehenschule,0.2857142857142857,0.09090909090909091,0.1948051948051948
f4_current_ratio_no_threshold,Franz Ruppert,Wilhelm Kühnert,0.0,0.0,0.0
f4_current_ratio_no_threshold,Sanktuarium der Barmherzigkeit Gottes,GateKeeper (Cedar Point),0.0,0.0,0.0
f4_current_ratio_no_threshold,Wiktor Juschtschenko,Bremer Wappen,0.4,0.0,0.4
f4_current_ratio_no_threshold,International Christian Fellowship,Gresgen,0.0,0.0,0.0
f4_current_ratio_no_threshold,Uniface,Wiesenweihe,0.0,0.0,0.0
f4_current_ratio_no_threshold,Mary Baker Eddy,Gerrard Winstanley,1.0,0.0,1.0
f4_current_ratio_no_threshold,Dorje Shugden,Britische Mount-Everest-Expedition 1922,0.16666666666666666,0.0,0.16666666666666666
f4_current_ratio_no_threshold,Nichtregierungsorganisation,Straßenbahn München Baureihe R,0.1111111111111111,0.0,0.1111111111111111
f4_current_ratio_no_threshold,Ifo-Geschäftsklimaindex,Halsamphora des Exekias (Berlin F 1720),0.0,0.0,0.0
f4_current_ratio_no_threshold,Klaus Berger (Theologe),Elias Canetti,0.25,0.0,0.25
f4_current_ratio_no_threshold,Fußball in England,Uralische Sprachen,0.5,0.0,0.5
f4_current_ratio_no_threshold,Wilhelm Aumer,Geneviève Thiroux d’Arconville,0.3333333333333333,0.0,0.3333333333333333
f4_current_ratio_no_threshold,Bund des russischen Volkes,Dschabal Sindschar,0.0,0.0,0.0
f4_current_ratio_no_threshold,Erzgebirgischer Schwibbogen,Tokugawa Ieyasu,1.0,0.0,1.0
f4_current_ratio_no_threshold,Kameralistik,Parkeisenbahn Wuhlheide,0.0,0.0,0.0
f4_current_ratio_no_threshold,Street Football/Episodenliste,Apatheia,0.5,0.3333333333333333,0.16666666666666669
f4_current_ratio_no_threshold,Revisionismus,Oliver-Hazard-Perry-Klasse,0.4,0.0,0.4
f4_current_ratio_no_threshold,Ökostrom,Physikalische Größe,0.0,0.0,0.0
f4_current_ratio_no_threshold,Holy Spirit,Ringo (Ballade),0.0,0.0,0.0
f4_current_ratio_no_threshold,Michael Vassiliadis,Catarina (Schiff),0.0,0.0,0.0
f4_current_ratio_no_threshold,Parov Stelar,Édouard Nanny,0.0,0.0,0.0
f4_current_ratio_no_threshold,Reinhold Tüxen,Carrara-Marmor,0.0,0.5,-0.5
f4_current_ratio_no_threshold,Naturwissenschaft und Religion,Metallica (Album),0.10526315789473684,0.0,0.10526315789473684
f4_current_ratio_no_threshold,Angela Merici,Fish and Chips,0.0,0.3333333333333333,-0.3333333333333333
f4_current_ratio_no_threshold,Kornische Sprache,Buch Tobit,0.5,0.0,0.5
f4_current_ratio_no_threshold,George Peabody,George Alsop,0.0,0.0,0.0
f4_current_ratio_no_threshold,Politikverdrossenheit,George Mason,0.42857142857142855,0.0,0.42857142857142855
f4_current_ratio_no_threshold,Nursultan Nasarbajew,Diolkos,0.25,0.07692307692307693,0.17307692307692307
f4_current_ratio_no_threshold,Biofeedback,Theorie der endlichen Kugelpackungen,0.0,0.0,0.0
f4_current_ratio_no_threshold,Thomas Ball Barratt,Madlax,0.0,0.0,0.0
f4_current_ratio_no_threshold,"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",Fünfjahrplan (Briefmarkenserie),0.0,0.0,0.0
f4_current_ratio_no_threshold,Unicredit Bank Austria,Kloster Himmelkron,0.0,0.0,0.0
f4_current_ratio_no_threshold,Al-Andalus,Basler Fasnacht,0.0,0.0,0.0
f4_current_ratio_no_threshold,Judentum in Afrika,LGV Est européenne,0.3684210526315789,0.0,0.3684210526315789
f4_current_ratio_no_threshold,Nornickel,Schwarzwaldbahn (Baden),0.0,0.0,0.0
f4_current_ratio_no_threshold,Ahmad Schah Massoud,S-Bahn Zürich,0.05555555555555555,0.0,0.05555555555555555
f4_current_ratio_no_threshold,Andor Ákos,Deutsche Bank Park,0.0,0.0,0.0
f4_current_ratio_no_threshold,Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,Parochialkirche (Berlin),0.0,0.0,0.0
