title,label,label_name,topic,word_count,age_days,f4_current_biased_count,f4_current_neutral_count,f4_current_total_count,f4_current_ratio_min3,f4_current_ratio_min2,f4_current_ratio_min1,f4_current_ratio_no_threshold,f4_current_smoothed_ratio,f4_current_biased_density,f4_current_neutral_density,f4_expanded_biased_count,f4_expanded_neutral_count,f4_expanded_total_count,f4_expanded_ratio_min3,f4_expanded_smoothed_ratio,f4_expanded_biased_density,f4_expanded_neutral_density
Angela Merici,0,contested,culture,2983,8039,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.6761649346295675,5,5,10,0.5,0.5,1.6761649346295675,1.6761649346295675
Fish and Chips,1,stable,culture,2808,8086,1,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.3561253561253561,0.7122507122507122,1,2,3,0.3333333333333333,0.375,0.3561253561253561,0.7122507122507122
Biphobie,0,contested,politics_history,1604,6535,2,4,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,1.2468827930174564,2.493765586034913,3,4,7,0.42857142857142855,0.4375,1.8703241895261844,2.493765586034913
Fester Wechselkurs,1,stable,politics_history,1675,6609,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Troy Davis,0,contested,politics_history,2785,6205,4,12,16,0.25,0.25,0.25,0.25,0.2647058823529412,1.436265709156194,4.308797127468582,6,12,18,0.3333333333333333,0.34210526315789475,2.154398563734291,4.308797127468582
"Dorsetshire (Schiff, 1930)",1,stable,politics_history,2897,5775,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Oberösterreichische Versicherung,0,contested,geography,2203,6905,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Lubok,1,stable,geography,2360,6702,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Kornische Sprache,0,contested,culture,3344,8397,1,1,2,,0.5,0.5,0.5,0.5,0.29904306220095694,0.29904306220095694,1,1,2,,0.5,0.29904306220095694,0.29904306220095694
Buch Tobit,1,stable,culture,3748,8372,0,8,8,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,2.1344717182497335,0,8,8,0.0,0.05555555555555555,0.0,2.1344717182497335
George Peabody,0,contested,culture,1917,7564,0,1,1,,,0.0,0.0,0.25,0.0,0.5216484089723527,0,1,1,,0.25,0.0,0.5216484089723527
George Alsop,1,stable,culture,2251,7685,0,9,9,0.0,0.0,0.0,0.0,0.05,0.0,3.9982230119946687,1,9,10,0.1,0.13636363636363635,0.444247001332741,3.9982230119946687
Intrexx,0,contested,science,2212,5393,0,1,1,,,0.0,0.0,0.25,0.0,0.4520795660036166,0,1,1,,0.25,0.0,0.4520795660036166
Coniophis,1,stable,science,2358,5038,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Politikverdrossenheit,0,contested,politics_history,5765,8385,3,4,7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4375,0.5203816131830009,0.6938421509106678,6,4,10,0.6,0.5909090909090909,1.0407632263660018,0.6938421509106678
George Mason,1,stable,politics_history,5432,7668,0,6,6,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.1045655375552283,5,6,11,0.45454545454545453,0.4583333333333333,0.9204712812960235,1.1045655375552283
Nursultan Nasarbajew,0,contested,geography,3675,8066,1,3,4,0.25,0.25,0.25,0.25,0.3,0.27210884353741494,0.8163265306122449,2,3,5,0.4,0.4166666666666667,0.5442176870748299,0.8163265306122449
Diolkos,1,stable,geography,3917,8181,1,12,13,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.10714285714285714,0.2552974214960429,3.0635690579525146,1,12,13,0.07692307692307693,0.10714285714285714,0.2552974214960429,3.0635690579525146
Biofeedback,0,contested,science,2459,8066,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.813338755591704,0,2,2,,0.16666666666666666,0.0,0.813338755591704
Theorie der endlichen Kugelpackungen,1,stable,science,2497,7939,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.2014417300760913,0,3,3,0.0,0.125,0.0,1.2014417300760913
Kindertagesbetreuung,0,contested,politics_history,3747,7665,0,1,1,,,0.0,0.0,0.25,0.0,0.26688017080330934,2,1,3,0.6666666666666666,0.625,0.5337603416066187,0.26688017080330934
Wieslauftalbahn,1,stable,politics_history,3685,7828,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Geschichte Äquatorialguineas,0,contested,geography,4830,7164,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Mesolongi,1,stable,geography,4885,7284,1,8,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.15,0.20470829068577276,1.637666325486182,1,8,9,0.1111111111111111,0.15,0.20470829068577276,1.637666325486182
Self Storage,0,contested,culture,2405,6942,0,1,1,,,0.0,0.0,0.25,0.0,0.4158004158004158,1,1,2,,0.5,0.4158004158004158,0.4158004158004158
Adolf von Kröner,1,stable,culture,2360,7312,0,0,0,,,,,0.5,0.0,0.0,2,0,2,,0.8333333333333334,0.847457627118644,0.0
Thomas Ball Barratt,0,contested,culture,3881,7063,0,7,7,0.0,0.0,0.0,0.0,0.0625,0.0,1.8036588508116465,2,7,9,0.2222222222222222,0.25,0.515331100231899,1.8036588508116465
Madlax,1,stable,culture,3843,6909,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.5204267499349466,4,2,6,0.6666666666666666,0.6428571428571429,1.0408534998698933,0.5204267499349466
"Föderaler Öffentlicher Dienst Auswärtige Angelegenheiten, Außenhandel und Entwicklungszusammenarbeit",0,contested,politics_history,2826,6830,0,1,1,,,0.0,0.0,0.25,0.0,0.35385704175513094,0,1,1,,0.25,0.0,0.35385704175513094
Fünfjahrplan (Briefmarkenserie),1,stable,politics_history,3042,6924,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.6574621959237344,0,2,2,,0.16666666666666666,0.0,0.6574621959237344
Unicredit Bank Austria,0,contested,geography,4408,7649,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.6805807622504537,0,3,3,0.0,0.125,0.0,0.6805807622504537
Kloster Himmelkron,1,stable,geography,4657,7798,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,0.8589220528237063,1,4,5,0.2,0.25,0.21473051320592657,0.8589220528237063
Politisches System Japans,0,contested,geography,3643,7615,0,0,0,,,,,0.5,0.0,0.0,1,0,1,,0.75,0.2744990392533626,0.0
Craters of the Moon National Monument,1,stable,geography,3380,7639,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,1.183431952662722,1,4,5,0.2,0.25,0.2958579881656805,1.183431952662722
Al-Andalus,0,contested,geography,4645,6363,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.43057050592034446,0,2,2,,0.16666666666666666,0.0,0.43057050592034446
Basler Fasnacht,1,stable,geography,4586,6279,0,6,6,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.3083296990841693,1,6,7,0.14285714285714285,0.1875,0.21805494984736154,1.3083296990841693
Judentum in Afrika,0,contested,geography,7971,7232,7,12,19,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.375,0.8781834148789361,1.5054572826496049,8,12,20,0.4,0.40476190476190477,1.00363818843307,1.5054572826496049
LGV Est européenne,1,stable,geography,7672,6732,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.6517205422314911,0,5,5,0.0,0.08333333333333333,0.0,0.6517205422314911
Nornickel,0,contested,geography,4746,7044,0,10,10,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,2.1070375052675936,0,10,10,0.0,0.045454545454545456,0.0,2.1070375052675936
Schwarzwaldbahn (Baden),1,stable,geography,4724,6736,0,1,1,,,0.0,0.0,0.25,0.0,0.21168501270110077,0,1,1,,0.25,0.0,0.21168501270110077
Data Loss Prevention,0,contested,science,1785,6603,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,2.2408963585434174,0,4,4,0.0,0.1,0.0,2.2408963585434174
Bonnetiaceae,1,stable,science,1746,6998,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Ahmad Schah Massoud,0,contested,geography,7270,5807,1,17,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.07894736842105263,0.1375515818431912,2.33837689133425,3,17,20,0.15,0.16666666666666666,0.4126547455295736,2.33837689133425
S-Bahn Zürich,1,stable,geography,7244,5747,0,1,1,,,0.0,0.0,0.25,0.0,0.13804527885146328,4,1,5,0.8,0.75,0.5521811154058531,0.13804527885146328
Andor Ákos,0,contested,culture,6610,5251,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.7564296520423601,0,5,5,0.0,0.08333333333333333,0.0,0.7564296520423601
Deutsche Bank Park,1,stable,culture,6586,4927,0,1,1,,,0.0,0.0,0.25,0.0,0.1518372304889159,2,1,3,0.6666666666666666,0.625,0.3036744609778318,0.1518372304889159
Massivholzbau,0,contested,science,3306,6311,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.604960677555959,1,2,3,0.3333333333333333,0.375,0.3024803387779795,0.604960677555959
Zielratte,1,stable,science,3064,6195,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Israelitische Synagogen-Gemeinde Adass Jisroel zu Berlin,0,contested,geography,4524,7455,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,0.8841732979664013,2,4,6,0.3333333333333333,0.35714285714285715,0.44208664898320066,0.8841732979664013
Parochialkirche (Berlin),1,stable,geography,4997,7463,0,1,1,,,0.0,0.0,0.25,0.0,0.20012007204322593,0,1,1,,0.25,0.0,0.20012007204322593
Bernd Kebelmann,0,contested,culture,3223,2888,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.6205398696866273,0,2,2,,0.16666666666666666,0.0,0.6205398696866273
Halo-System,1,stable,culture,3035,3471,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.9884678747940693,1,3,4,0.25,0.3,0.32948929159802304,0.9884678747940693
Austerität,0,contested,politics_history,3875,5793,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.5161290322580645,4,2,6,0.6666666666666666,0.6428571428571429,1.032258064516129,0.5161290322580645
Georges Scelle,1,stable,politics_history,3758,6033,0,1,1,,,0.0,0.0,0.25,0.0,0.2660989888238425,0,1,1,,0.25,0.0,0.2660989888238425
Montessori Biberkor,0,contested,politics_history,5744,3744,0,1,1,,,0.0,0.0,0.25,0.0,0.17409470752089137,0,1,1,,0.25,0.0,0.17409470752089137
Bruttoinlandsprodukt,1,stable,politics_history,5584,3756,0,8,8,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,1.4326647564469914,3,8,11,0.2727272727272727,0.2916666666666667,0.5372492836676218,1.4326647564469914
Neukirchen-Vluyn,0,contested,geography,6493,5517,0,7,7,0.0,0.0,0.0,0.0,0.0625,0.0,1.0780840905590636,0,7,7,0.0,0.0625,0.0,1.0780840905590636
George Appo,1,stable,geography,6926,5577,3,14,17,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.19444444444444445,0.43315044758879584,2.0213687554143807,4,14,18,0.2222222222222222,0.23684210526315788,0.5775339301183945,2.0213687554143807
Gesellschaft für Unternehmensgeschichte,0,contested,politics_history,1815,5314,1,1,2,,0.5,0.5,0.5,0.5,0.5509641873278236,0.5509641873278236,2,1,3,0.6666666666666666,0.625,1.1019283746556472,0.5509641873278236
"Trier, Stadtbibliothek, Hs. 171/1626",1,stable,politics_history,1866,5562,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,1.0718113612004287,0,2,2,,0.16666666666666666,0.0,1.0718113612004287
Ilse Schwidetzky,0,contested,culture,2254,7038,1,2,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.4436557231588288,0.8873114463176576,1,2,3,0.3333333333333333,0.375,0.4436557231588288,0.8873114463176576
Soliman (Elefant),1,stable,culture,2597,7273,1,5,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21428571428571427,0.3850596842510589,1.9252984212552946,2,5,7,0.2857142857142857,0.3125,0.7701193685021178,1.9252984212552946
Wuestenstrom,0,contested,politics_history,3890,6977,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Queen-Elizabeth-Klasse (2017),1,stable,politics_history,3990,7229,1,3,4,0.25,0.25,0.25,0.25,0.3,0.2506265664160401,0.7518796992481204,4,3,7,0.5714285714285714,0.5625,1.0025062656641603,0.7518796992481204
Transzendentale Meditation,0,contested,culture,5905,6671,4,6,10,0.4,0.4,0.4,0.4,0.4090909090909091,0.6773920406435224,1.0160880609652836,17,6,23,0.7391304347826086,0.7291666666666666,2.8789161727349706,1.0160880609652836
Ammonios Hermeiou,1,stable,culture,6150,6567,5,7,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4230769230769231,0.8130081300813008,1.1382113821138211,5,7,12,0.4166666666666667,0.4230769230769231,0.8130081300813008,1.1382113821138211
Monocab,0,contested,politics_history,2689,1208,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.1156563778356265,0,3,3,0.0,0.125,0.0,1.1156563778356265
Pont Ferroviaire Saint-Laurent,1,stable,politics_history,3119,1654,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
TransPod,0,contested,politics_history,1918,3145,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,1.0427528675703859,0,2,2,,0.16666666666666666,0.0,1.0427528675703859
Richomer,1,stable,politics_history,1874,3017,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,1.0672358591248667,1,2,3,0.3333333333333333,0.375,0.5336179295624334,1.0672358591248667
Wasser-Abrasiv-Suspensions-Strahlschneiden,0,contested,science,3033,1810,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.9891196834817012,0,3,3,0.0,0.125,0.0,0.9891196834817012
Kleine Magellansche Wolke,1,stable,science,2713,2256,0,7,7,0.0,0.0,0.0,0.0,0.0625,0.0,2.580169553999263,0,7,7,0.0,0.0625,0.0,2.580169553999263
Propaganda im Ersten Weltkrieg,0,contested,geography,4383,7400,2,8,10,0.2,0.2,0.2,0.2,0.22727272727272727,0.4563084645220169,1.8252338580880676,6,8,14,0.42857142857142855,0.43333333333333335,1.3689253935660506,1.8252338580880676
Zwinger (Münster),1,stable,geography,4028,7535,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,0.9930486593843098,0,4,4,0.0,0.1,0.0,0.9930486593843098
Dräxlmaier,0,contested,politics_history,1788,6630,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Brinkmanship,1,stable,politics_history,1823,6359,0,1,1,,,0.0,0.0,0.25,0.0,0.5485463521667581,0,1,1,,0.25,0.0,0.5485463521667581
Schulpflicht,0,contested,politics_history,2860,5658,0,1,1,,,0.0,0.0,0.25,0.0,0.34965034965034963,5,1,6,0.8333333333333334,0.7857142857142857,1.7482517482517483,0.34965034965034963
Straßenbahn München Baureihe S,1,stable,politics_history,2800,4948,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Babylon A.D.,0,contested,culture,2438,6449,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.2305168170631666,1,3,4,0.25,0.3,0.41017227235438886,1.2305168170631666
Richard Laymon,1,stable,culture,2708,7066,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.1078286558345642,0,3,3,0.0,0.125,0.0,1.1078286558345642
Fraunhofer-Institut für Keramische Technologien und Systeme,0,contested,science,3163,6841,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Solanum subg. Leptostemonum,1,stable,science,3136,6809,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.6377551020408163,0,2,2,,0.16666666666666666,0.0,0.6377551020408163
Sexhandel in Thailand,0,contested,geography,2591,5650,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.1578541103820919,0,3,3,0.0,0.125,0.0,1.1578541103820919
Bruno Büchner,1,stable,geography,2862,5475,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.7470300489168413,0,5,5,0.0,0.08333333333333333,0.0,1.7470300489168413
Deutsche Steinzeug Cremer & Breuer,0,contested,politics_history,4735,3727,0,1,1,,,0.0,0.0,0.25,0.0,0.21119324181626187,0,1,1,,0.25,0.0,0.21119324181626187
Wittem-Projekt,1,stable,politics_history,5402,3463,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.37023324694557574,3,2,5,0.6,0.5833333333333334,0.5553498704183636,0.37023324694557574
Große Hungersnot in Irland,0,contested,geography,4827,5473,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.6215040397762585,0,3,3,0.0,0.125,0.0,0.6215040397762585
Teltow-Werft,1,stable,geography,4831,5967,0,0,0,,,,,0.5,0.0,0.0,1,0,1,,0.75,0.206996481059822,0.0
Staat,0,contested,politics_history,6601,3862,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,0.6059687926071807,0,4,4,0.0,0.1,0.0,0.6059687926071807
Computerbetrug,1,stable,politics_history,6487,3792,1,5,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21428571428571427,0.15415446277169725,0.7707723138584861,4,5,9,0.4444444444444444,0.45,0.616617851086789,0.7707723138584861
Ludwig-Boltzmann-Institut für Funktionelle Hirntopographie,0,contested,science,2042,3964,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Drahtgewebe (Filtration),1,stable,science,2028,3238,0,1,1,,,0.0,0.0,0.25,0.0,0.4930966469428008,1,1,2,,0.5,0.4930966469428008,0.4930966469428008
Partidul Social Democrat European,0,contested,politics_history,4067,6142,0,6,6,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.4752889107450209,1,6,7,0.14285714285714285,0.1875,0.24588148512417016,1.4752889107450209
Philokartie,1,stable,politics_history,3825,6138,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.3071895424836601,0,5,5,0.0,0.08333333333333333,0.0,1.3071895424836601
Atari Teenage Riot,0,contested,culture,2984,8129,2,13,15,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.15625,0.6702412868632708,4.3565683646112605,4,13,17,0.23529411764705882,0.25,1.3404825737265416,4.3565683646112605
Cindy Sherman,1,stable,culture,2813,7866,0,1,1,,,0.0,0.0,0.25,0.0,0.35549235691432635,0,1,1,,0.25,0.0,0.35549235691432635
Schlacht im Ia-Drang-Tal,0,contested,politics_history,3374,6973,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.5927682276229994,0,2,2,,0.16666666666666666,0.0,0.5927682276229994
Chinesische Volksbank,1,stable,politics_history,3333,7069,0,1,1,,,0.0,0.0,0.25,0.0,0.3000300030003,5,1,6,0.8333333333333334,0.7857142857142857,1.5001500150015001,0.3000300030003
Hamburg Commercial Bank,0,contested,politics_history,3724,6985,3,10,13,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.25,0.8055853920515575,2.6852846401718584,7,10,17,0.4117647058823529,0.4166666666666667,1.8796992481203008,2.6852846401718584
Korsika im Altertum,1,stable,politics_history,3764,7221,1,1,2,,0.5,0.5,0.5,0.5,0.26567481402763016,0.26567481402763016,1,1,2,,0.5,0.26567481402763016,0.26567481402763016
Helmtherapie,0,contested,science,1606,6387,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,1.2453300124533002,0,2,2,,0.16666666666666666,0.0,1.2453300124533002
Acherontia lachesis,1,stable,science,1644,6076,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
EU-Erweiterung 2004,0,contested,politics_history,4246,7872,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.1775788977861517,2,5,7,0.2857142857142857,0.3125,0.4710315591144607,1.1775788977861517
Handelsgeschäft,1,stable,politics_history,4337,7610,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.6917223887479824,16,3,19,0.8421052631578947,0.825,3.689186073322573,0.6917223887479824
Neokatechumenaler Weg,0,contested,culture,7067,6403,2,10,12,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.19230769230769232,0.28300551860761286,1.4150275930380642,10,10,20,0.5,0.5,1.4150275930380642,1.4150275930380642
Günther Anders,1,stable,culture,7414,6370,1,13,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1,0.1348799568384138,1.7534394388993797,6,13,19,0.3157894736842105,0.325,0.8092797410304828,1.7534394388993797
Chartered Institute for Archaeologists,0,contested,politics_history,1970,3148,2,1,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,1.0152284263959392,0.5076142131979696,2,1,3,0.6666666666666666,0.625,1.0152284263959392,0.5076142131979696
Philadelphia and Reading Railroad Bridge (Susquehanna River),1,stable,politics_history,2046,3086,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Neue Kadampa-Tradition,0,contested,culture,3187,7518,0,13,13,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,4.0790712268591145,0,13,13,0.0,0.03571428571428571,0.0,4.0790712268591145
Weinbau in Kanada,1,stable,culture,3142,7629,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.6365372374283895,0,2,2,,0.16666666666666666,0.0,0.6365372374283895
Timotheus Höttges,0,contested,politics_history,2234,7025,0,1,1,,,0.0,0.0,0.25,0.0,0.4476275738585497,4,1,5,0.8,0.75,1.7905102954341987,0.4476275738585497
Josephus Daniels (Schiff),1,stable,politics_history,2320,7039,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Luftlager,0,contested,science,2434,8123,0,1,1,,,0.0,0.0,0.25,0.0,0.4108463434675431,1,1,2,,0.5,0.4108463434675431,0.4108463434675431
Löffelhund,1,stable,science,2356,8189,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Die Zeitgeist-Bewegung,0,contested,science,2269,5621,2,5,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3125,0.881445570736007,2.2036139268400174,4,5,9,0.4444444444444444,0.45,1.762891141472014,2.2036139268400174
Basfia succiniciproducens,1,stable,science,2217,6089,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,1.3531799729364007,0,3,3,0.0,0.125,0.0,1.3531799729364007
Tempolimit,0,contested,science,2813,5057,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,1.4219694276573054,12,4,16,0.75,0.7352941176470589,4.265908282971917,1.4219694276573054
Lift-off-Verfahren,1,stable,science,2762,5734,0,6,6,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,2.172338884866039,0,6,6,0.0,0.07142857142857142,0.0,2.172338884866039
Iqos,0,contested,politics_history,3138,2747,4,8,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34615384615384615,1.2746972594008923,2.5493945188017846,5,8,13,0.38461538461538464,0.39285714285714285,1.5933715742511152,2.5493945188017846
ASB Bridge,1,stable,politics_history,2819,2840,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.7094714437743881,0,2,2,,0.16666666666666666,0.0,0.7094714437743881
Sklavenhandel,0,contested,politics_history,6686,4921,0,9,9,0.0,0.0,0.0,0.0,0.05,0.0,1.346096320670057,3,9,12,0.25,0.2692307692307692,0.4486987735566856,1.346096320670057
Panzerhaubitze 2000,1,stable,politics_history,7112,4790,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.7030371203599549,3,5,8,0.375,0.3888888888888889,0.421822272215973,0.7030371203599549
The Third Wave,0,contested,science,1904,6635,2,4,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35714285714285715,1.050420168067227,2.100840336134454,3,4,7,0.42857142857142855,0.4375,1.5756302521008403,2.100840336134454
Regenbaum,1,stable,science,2149,6650,0,5,5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,2.3266635644485807,0,5,5,0.0,0.08333333333333333,0.0,2.3266635644485807
Verelendungstheorie,0,contested,politics_history,2803,6150,1,3,4,0.25,0.25,0.25,0.25,0.3,0.35676061362825545,1.0702818408847663,2,3,5,0.4,0.4166666666666667,0.7135212272565109,1.0702818408847663
Big-Mac-Index,1,stable,politics_history,3101,6577,0,1,1,,,0.0,0.0,0.25,0.0,0.32247662044501774,0,1,1,,0.25,0.0,0.32247662044501774
Jüngere Dryaszeit,0,contested,science,4041,7523,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.7423904974016332,0,3,3,0.0,0.125,0.0,0.7423904974016332
Keilzinkung,1,stable,science,4160,7317,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Gestalttherapie,0,contested,science,5807,6863,0,10,10,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,1.7220595832615808,4,10,14,0.2857142857142857,0.3,0.6888238333046323,1.7220595832615808
Katalyse,1,stable,science,5736,7129,0,1,1,,,0.0,0.0,0.25,0.0,0.17433751743375173,0,1,1,,0.25,0.0,0.17433751743375173
Küchenabfallzerkleinerer,0,contested,science,2890,7233,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.6920415224913494,0,2,2,,0.16666666666666666,0.0,0.6920415224913494
Kauffmann-White-Schema,1,stable,science,2713,7240,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.7371913011426465,0,2,2,,0.16666666666666666,0.0,0.7371913011426465
Kurort,0,contested,science,1685,8317,0,1,1,,,0.0,0.0,0.25,0.0,0.5934718100890207,0,1,1,,0.25,0.0,0.5934718100890207
Schäbe,1,stable,science,1623,8149,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Substanzinduzierte Psychose,0,contested,science,4000,7285,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0,4,4,0.0,0.1,0.0,1.0
Wechselwirkende Galaxien,1,stable,science,3738,7268,0,3,3,0.0,0.0,0.0,0.0,0.125,0.0,0.8025682182985554,0,3,3,0.0,0.125,0.0,0.8025682182985554
Das sogenannte Böse,0,contested,science,4425,8199,0,10,10,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,2.2598870056497176,2,10,12,0.16666666666666666,0.19230769230769232,0.4519774011299435,2.2598870056497176
Gänsegeier,1,stable,science,4135,8216,0,4,4,0.0,0.0,0.0,0.0,0.1,0.0,0.9673518742442564,0,4,4,0.0,0.1,0.0,0.9673518742442564
Pharmahersteller,0,contested,science,5099,6198,1,4,5,0.2,0.2,0.2,0.2,0.25,0.19611688566385566,0.7844675426554226,4,4,8,0.5,0.5,0.7844675426554226,0.7844675426554226
(136199) Eris,1,stable,science,5115,6412,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
PANalytical,0,contested,science,1964,6618,0,0,0,,,,,0.5,0.0,0.0,0,0,0,,0.5,0.0,0.0
Waldsteppenotter,1,stable,science,2168,6660,0,2,2,,0.0,0.0,0.0,0.16666666666666666,0.0,0.9225092250922509,0,2,2,,0.16666666666666666,0.0,0.9225092250922509
T-Labs,0,contested,science,1563,7299,0,1,1,,,0.0,0.0,0.25,0.0,0.6397952655150352,0,1,1,,0.25,0.0,0.6397952655150352
